Unnamed: 0,Stream start time,Stream URL,Stream length,Avg viewers,Peak viewers,Followers gained,Followers per hour,Views,Views per hour,Games
11,Thursday 3rd December 2020 07:37,https://sullygnome.com/channel/sapnap/stream/40796075694,127,38867,41481,5459,2426,49817,22140,Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
12,Tuesday 1st December 2020 21:30,https://sullygnome.com/channel/sapnap/stream/40773152894,119,32925,35619,5300,3533,64826,32848,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
13,Monday 30th November 2020 20:15,https://sullygnome.com/channel/sapnap/stream/40756562942,134,38189,43790,9460,4204,80711,28885,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
14,Wednesday 25th November 2020 22:20,https://sullygnome.com/channel/sapnap/stream/40685845502,99,29610,31634,5209,2976,49290,28165,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
15,Friday 20th November 2020 18:18,https://sullygnome.com/channel/sapnap/stream/40586714510,86,28955,30609,4475,2983,46050,30700,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
16,Wednesday 18th November 2020 00:52,https://sullygnome.com/channel/sapnap/stream/40540103582,112,19677,20878,4275,2137,44128,17996,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
17,Sunday 15th November 2020 15:05,https://sullygnome.com/channel/sapnap/stream/40499636190,129,24606,30607,6654,2957,47901,18243,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
18,Saturday 14th November 2020 19:58,https://sullygnome.com/channel/sapnap/stream/40486034606,166,6844,7525,4524,1645,65605,19976,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
19,Friday 13th November 2020 10:24,https://sullygnome.com/channel/sapnap/stream/40465030494,215,15955,22189,6734,1795,45906,10251,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
20,Thursday 12th November 2020 17:42,https://sullygnome.com/channel/sapnap/stream/40452321774,377,11880,22549,15011,2309,107390,14383,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
21,Wednesday 11th November 2020 02:45,https://sullygnome.com/channel/sapnap/stream/40430945262,120,24072,33364,4164,1850,59279,26346,Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
22,Monday 9th November 2020 01:54,https://sullygnome.com/channel/sapnap/stream/40404449950,125,17967,19497,5268,2341,45058,18499,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
23,Sunday 8th November 2020 01:11,https://sullygnome.com/channel/sapnap/stream/40389672510,93,19820,25743,4433,2533,42539,18366,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
24,Thursday 5th November 2020 23:44,https://sullygnome.com/channel/sapnap/stream/40360015582,60,21689,24216,601,601,28169,22736,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
25,Saturday 24th October 2020 18:59,https://sullygnome.com/channel/sapnap/stream/40205043102,180,20892,29202,6120,2040,80809,26936,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
26,Wednesday 21st October 2020 21:00,https://sullygnome.com/channel/sapnap/stream/40168757358,254,17993,26506,6538,1538,87638,18538,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
27,Wednesday 14th October 2020 22:41,https://sullygnome.com/channel/sapnap/stream/40085949854,93,23063,28411,3845,2197,43975,20203,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
28,Monday 12th October 2020 22:29,https://sullygnome.com/channel/sapnap/stream/40062420702,180,28790,33905,9098,2799,74499,20254,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
29,Friday 9th October 2020 06:32,https://sullygnome.com/channel/sapnap/stream/40016960542,177,7469,10153,4033,1344,30473,9071,Phasmophobia|Phasmophobia|https://static-cdn.jtvnw.net/ttv-boxart/Phasmophobia-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
30,Tuesday 6th October 2020 14:31,https://sullygnome.com/channel/sapnap/stream/39982777038,118,26367,27393,5711,2855,48603,21250,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
31,Sunday 4th October 2020 23:20,https://sullygnome.com/channel/sapnap/stream/39964756478,115,24696,26188,4414,2207,44739,21414,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
32,Tuesday 29th September 2020 16:59,https://sullygnome.com/channel/sapnap/stream/39898929614,45,24436,26052,2269,3025,33778,18806,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
33,Tuesday 29th September 2020 00:30,https://sullygnome.com/channel/sapnap/stream/39891874446,164,31222,33075,7221,2625,57022,17130,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
34,Saturday 26th September 2020 18:53,https://sullygnome.com/channel/sapnap/stream/39864253198,156,7407,9098,4776,1736,70089,20442,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
35,Friday 25th September 2020 01:24,https://sullygnome.com/channel/sapnap/stream/39842696750,80,37269,59096,4433,2955,85630,48381,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
36,Thursday 24th September 2020 00:31,https://sullygnome.com/channel/sapnap/stream/39829578382,103,30287,31752,4601,2629,51730,23073,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
37,Monday 21st September 2020 05:52,https://sullygnome.com/channel/sapnap/stream/39797116270,97,19346,24911,2317,1324,18682,10675,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
38,Sunday 20th September 2020 02:26,https://sullygnome.com/channel/sapnap/stream/39781235198,108,35197,42106,4660,2330,47372,19435,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
39,Thursday 17th September 2020 23:33,https://sullygnome.com/channel/sapnap/stream/39741784094,116,28546,31617,4999,2499,39551,14933,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
40,Thursday 17th September 2020 01:22,https://sullygnome.com/channel/sapnap/stream/39726674270,82,23300,30494,3183,2122,29471,14266,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
41,Tuesday 15th September 2020 21:43,https://sullygnome.com/channel/sapnap/stream/39703338862,121,24014,32186,5826,2589,48283,21459,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
42,Sunday 13th September 2020 22:42,https://sullygnome.com/channel/sapnap/stream/39672342510,92,29249,36393,5479,3130,37955,21688,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
43,Saturday 12th September 2020 18:50,https://sullygnome.com/channel/sapnap/stream/39656356526,174,12387,24523,11583,3861,120975,25557,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
44,Wednesday 9th September 2020 00:44,https://sullygnome.com/channel/sapnap/stream/39610159006,90,22003,27991,1293,862,27735,14892,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
45,Monday 31st August 2020 16:56,https://sullygnome.com/channel/sapnap/stream/39501167006,303,8977,23284,10505,2000,66589,9353,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
46,Sunday 30th August 2020 01:35,https://sullygnome.com/channel/sapnap/stream/39481901854,189,23781,28367,7704,2370,45584,13095,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
47,Friday 28th August 2020 03:16,https://sullygnome.com/channel/sapnap/stream/39456750670,178,19728,31515,5150,1716,33124,11041,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
48,Tuesday 25th August 2020 14:45,https://sullygnome.com/channel/sapnap/stream/39421883694,105,19237,22350,4095,2340,26536,12156,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fall Guys: Ultimate Knockout|Fall_Guys|https://static-cdn.jtvnw.net/ttv-boxart/./Fall%20Guys:%20Ultimate%20Knockout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
49,Monday 24th August 2020 04:40,https://sullygnome.com/channel/sapnap/stream/39405857950,184,18668,24397,6399,1968,33352,9330,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fall Guys: Ultimate Knockout|Fall_Guys|https://static-cdn.jtvnw.net/ttv-boxart/./Fall%20Guys:%20Ultimate%20Knockout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
50,Friday 21st August 2020 05:48,https://sullygnome.com/channel/sapnap/stream/39365231342,176,14282,19436,5820,1940,31531,9611,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fall Guys: Ultimate Knockout|Fall_Guys|https://static-cdn.jtvnw.net/ttv-boxart/./Fall%20Guys:%20Ultimate%20Knockout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
51,Friday 21st August 2020 00:49,https://sullygnome.com/channel/sapnap/stream/39360887710,70,22332,27828,2264,2264,28139,10070,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
52,Saturday 15th August 2020 18:43,https://sullygnome.com/channel/sapnap/stream/39290275982,211,11440,14767,5706,1630,47062,12626,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
53,Friday 14th August 2020 05:59,https://sullygnome.com/channel/sapnap/stream/39271443022,195,16821,18050,6314,1942,24955,7678,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
54,Tuesday 11th August 2020 04:15,https://sullygnome.com/channel/sapnap/stream/3007277056134519765,134,13090,16426,4721,2098,19911,7667,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
55,Sunday 9th August 2020 01:24,https://sullygnome.com/channel/sapnap/stream/6949840406540288541,140,12781,14093,3954,1757,16575,7366,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
56,Sunday 2nd August 2020 04:52,https://sullygnome.com/channel/sapnap/stream/1057696141706151115,142,10093,10692,3720,1488,13931,5572,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
57,Friday 31st July 2020 01:16,https://sullygnome.com/channel/sapnap/stream/2434081852122658960,133,9841,10900,3293,1463,16721,6396,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
58,Wednesday 29th July 2020 00:05,https://sullygnome.com/channel/sapnap/stream/1386283048786001479,174,8980,10346,4072,1357,20633,6089,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
