"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"101","Tuesday 1st September 2020 01:04","https://sullygnome.com/channel/sykkuno/stream/39506537934","340","11213","13295","1633","284","56158","8969","Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"102","Monday 31st August 2020 01:48","https://sullygnome.com/channel/sykkuno/stream/39495356366","326","8792","10275","1260","229","44235","7677","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"103","Saturday 29th August 2020 02:08","https://sullygnome.com/channel/sykkuno/stream/39468679054","381","8682","11077","1252","192","52650","7667","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"104","Friday 28th August 2020 01:52","https://sullygnome.com/channel/sykkuno/stream/39455445534","607","9876","11913","2695","262","80635","7533","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"105","Thursday 27th August 2020 02:05","https://sullygnome.com/channel/sykkuno/stream/39442792174","534","9429","10798","2419","268","79763","8545","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SCP: Secret Laboratory|SCP_Secret_Laboratory|https://static-cdn.jtvnw.net/ttv-boxart/./SCP:%20Secret%20Laboratory-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"106","Tuesday 25th August 2020 02:43","https://sullygnome.com/channel/sykkuno/stream/39417086782","481","11255","13535","2649","331","76509","9129","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Peekaboo|Peekaboo|https://static-cdn.jtvnw.net/ttv-boxart/Peekaboo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"107","Monday 24th August 2020 01:21","https://sullygnome.com/channel/sykkuno/stream/39403239694","383","10921","14006","1394","214","54600","7930","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Teamfight Tactics|Teamfight_Tactics|https://static-cdn.jtvnw.net/ttv-boxart/Teamfight%20Tactics-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"108","Sunday 23rd August 2020 04:17","https://sullygnome.com/channel/sykkuno/stream/39392126158","477","9458","11373","2049","256","62667","7833","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Garry's Mod|Garrys_Mod|https://static-cdn.jtvnw.net/ttv-boxart/Garry%27s%20Mod-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"109","Saturday 22nd August 2020 01:46","https://sullygnome.com/channel/sykkuno/stream/39375535726","598","8834","10713","2584","258","102581","10061","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"110","Friday 21st August 2020 02:36","https://sullygnome.com/channel/sykkuno/stream/39362725086","293","8813","14564","1065","213","46912","9382","VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|skribbl.io|skribbl.io|https://static-cdn.jtvnw.net/ttv-boxart/skribbl.io-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SCP: Secret Laboratory|SCP_Secret_Laboratory|https://static-cdn.jtvnw.net/ttv-boxart/./SCP:%20Secret%20Laboratory-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"111","Thursday 20th August 2020 02:54","https://sullygnome.com/channel/sykkuno/stream/39349566990","410","10153","14936","2466","352","70036","9537","Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"112","Wednesday 19th August 2020 03:56","https://sullygnome.com/channel/sykkuno/stream/39337191326","333","11713","14136","1672","290","58943","9694","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fall Guys: Ultimate Knockout|Fall_Guys|https://static-cdn.jtvnw.net/ttv-boxart/./Fall%20Guys:%20Ultimate%20Knockout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SCP: Secret Laboratory|SCP_Secret_Laboratory|https://static-cdn.jtvnw.net/ttv-boxart/./SCP:%20Secret%20Laboratory-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"113","Tuesday 18th August 2020 00:28","https://sullygnome.com/channel/sykkuno/stream/39320458942","391","10451","12019","1682","258","64251","9410","Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"114","Sunday 16th August 2020 01:42","https://sullygnome.com/channel/sykkuno/stream/39295339310","468","8199","10746","1723","215","53579","6338","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
