"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"15","Sunday 15th December 2019 04:06","https://sullygnome.com/channel/sykkuno/stream/36420518544","398","1321","2328","716","106","12572","1768","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"16","Wednesday 11th December 2019 22:59","https://sullygnome.com/channel/sykkuno/stream/36397504752","405","1021","1385","383","56","8078","1120","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"17","Tuesday 10th December 2019 00:04","https://sullygnome.com/channel/sykkuno/stream/36385075552","235","834","1059","209","52","4525","1039","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"18","Monday 9th December 2019 01:58","https://sullygnome.com/channel/sykkuno/stream/36380060384","316","1652","3009","496","94","15074","2794","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"19","Saturday 7th December 2019 23:41","https://sullygnome.com/channel/sykkuno/stream/36371626720","318","1423","3338","553","100","13258","2226","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"20","Friday 6th December 2019 23:24","https://sullygnome.com/channel/sykkuno/stream/36363954160","545","1068","1628","764","82","12816","1336","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"21","Friday 6th December 2019 00:56","https://sullygnome.com/channel/sykkuno/stream/36358194832","543","1031","1308","1021","110","13957","1445","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"22","Thursday 5th December 2019 01:26","https://sullygnome.com/channel/sykkuno/stream/36352211296","273","1040","1269","533","112","6195","1177","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"23","Tuesday 3rd December 2019 02:45","https://sullygnome.com/channel/sykkuno/stream/36340142384","345","1042","2174","464","77","10142","1690","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"24","Tuesday 3rd December 2019 01:32","https://sullygnome.com/channel/sykkuno/stream/36339674048","42","378","594","49","49","64","1660","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"25","Monday 2nd December 2019 02:15","https://sullygnome.com/channel/sykkuno/stream/36333930448","360","772","1013","252","40","5131","820","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"26","Saturday 30th November 2019 00:15","https://sullygnome.com/channel/sykkuno/stream/36318614368","719","740","1043","378","30","9116","726","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Teamfight Tactics|Teamfight_Tactics|https://static-cdn.jtvnw.net/ttv-boxart/Teamfight%20Tactics-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"27","Thursday 28th November 2019 22:14","https://sullygnome.com/channel/sykkuno/stream/36311783712","135","408","538","56","22","1666","580","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"28","Tuesday 26th November 2019 23:30","https://sullygnome.com/channel/sykkuno/stream/36298466368","299","656","777","213","42","4409","800","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"29","Monday 25th November 2019 23:22","https://sullygnome.com/channel/sykkuno/stream/36291647280","187","588","824","101","31","3849","1184","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"30","Friday 22nd November 2019 23:10","https://sullygnome.com/channel/sykkuno/stream/36269507712","229","500","621","135","33","2892","681","Pokémon Sword/Shield|Pokemon_for_Nintendo_Switch_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Sword/Shield-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"31","Thursday 21st November 2019 22:45","https://sullygnome.com/channel/sykkuno/stream/36262739072","374","677","925","335","51","6228","908","Super Smash Bros. Ultimate|Nintendo_Switch_Super_Smash_Bros._working_title_|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Smash%20Bros.%20Ultimate-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pokémon Sword/Shield|Pokemon_for_Nintendo_Switch_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Sword/Shield-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"32","Sunday 17th November 2019 21:26","https://sullygnome.com/channel/sykkuno/stream/36237203136","393","1301","1707","491","72","3287","1259","Pokémon Sword/Shield|Pokemon_for_Nintendo_Switch_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Sword/Shield-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"33","Saturday 16th November 2019 23:37","https://sullygnome.com/channel/sykkuno/stream/36230119968","202","538","695","115","32","3193","825","Pokémon Sword/Shield|Pokemon_for_Nintendo_Switch_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Sword/Shield-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"34","Saturday 16th November 2019 00:22","https://sullygnome.com/channel/sykkuno/stream/36222138880","517","2633","8964","1852","224","24137","2880","Pokémon Sword/Shield|Pokemon_for_Nintendo_Switch_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Sword/Shield-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"35","Wednesday 13th November 2019 23:13","https://sullygnome.com/channel/sykkuno/stream/36207912864","466","797","1123","291","37","8500","1047","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"36","Sunday 10th November 2019 23:57","https://sullygnome.com/channel/sykkuno/stream/36188391840","362","976","1213","347","55","8374","1339","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"37","Saturday 9th November 2019 22:30","https://sullygnome.com/channel/sykkuno/stream/36180777840","269","1016","1300","271","57","6052","1205","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"38","Saturday 9th November 2019 01:03","https://sullygnome.com/channel/sykkuno/stream/36174454832","101","429","548","50","28","1393","563","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"39","Thursday 7th November 2019 23:38","https://sullygnome.com/channel/sykkuno/stream/36167012592","366","799","950","240","38","5656","823","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"40","Wednesday 6th November 2019 01:57","https://sullygnome.com/channel/sykkuno/stream/36154516208","302","841","1021","158","30","4697","825","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"41","Tuesday 5th November 2019 00:17","https://sullygnome.com/channel/sykkuno/stream/36146417520","463","862","1095","432","55","3886","1107","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"42","Sunday 3rd November 2019 21:32","https://sullygnome.com/channel/sykkuno/stream/36138429936","582","1524","2129","779","79","16689","1660","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"43","Saturday 2nd November 2019 23:32","https://sullygnome.com/channel/sykkuno/stream/36130870160","432","1186","2260","627","83","111","2021","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"44","Thursday 31st October 2019 23:52","https://sullygnome.com/channel/sykkuno/stream/36114689216","187","517","1052","341","104","10386","3195","Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Friday the 13th: The Game|Friday_the_13th_The_Game|https://static-cdn.jtvnw.net/ttv-boxart/./Friday%20the%2013th:%20The%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"45","Wednesday 30th October 2019 22:31","https://sullygnome.com/channel/sykkuno/stream/36106788560","478","808","1438","323","40","7039","879","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"46","Monday 28th October 2019 18:15","https://sullygnome.com/channel/sykkuno/stream/36090284464","344","720","817","364","63","6245","1035","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"47","Sunday 27th October 2019 21:58","https://sullygnome.com/channel/sykkuno/stream/36084460912","286","1115","1744","443","93","9328","1963","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"48","Saturday 26th October 2019 23:27","https://sullygnome.com/channel/sykkuno/stream/36076348064","452","743","856","307","39","7519","926","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"49","Saturday 26th October 2019 01:01","https://sullygnome.com/channel/sykkuno/stream/36067978400","328","525","852","229","41","5444","989","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead by Daylight|Dead_by_Daylight|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20by%20Daylight-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"50","Thursday 24th October 2019 22:50","https://sullygnome.com/channel/sykkuno/stream/36057657632","414","719","1331","392","58","7873","1119","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"51","Tuesday 22nd October 2019 23:50","https://sullygnome.com/channel/sykkuno/stream/36043685920","444","846","1633","670","89","10465","1325","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"52","Tuesday 22nd October 2019 01:19","https://sullygnome.com/channel/sykkuno/stream/36036824032","340","991","1244","961","167","10647","1786","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"53","Saturday 19th October 2019 22:34","https://sullygnome.com/channel/sykkuno/stream/36017875008","295","668","798","227","45","4827","863","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"54","Thursday 17th October 2019 23:17","https://sullygnome.com/channel/sykkuno/stream/35998914000","312","821","1068","706","128","8276","1382","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"55","Tuesday 15th October 2019 21:15","https://sullygnome.com/channel/sykkuno/stream/35979589200","299","606","1039","443","84","7576","1369","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"56","Sunday 13th October 2019 21:00","https://sullygnome.com/channel/sykkuno/stream/35960759728","554","803","1308","1049","113","17052","1843","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"57","Thursday 10th October 2019 22:43","https://sullygnome.com/channel/sykkuno/stream/35929860512","466","881","1173","327","42","8860","1109","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Untitled Goose Game|Untitled_Goose_Game|https://static-cdn.jtvnw.net/ttv-boxart/Untitled%20Goose%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"58","Tuesday 8th October 2019 22:08","https://sullygnome.com/channel/sykkuno/stream/35911127552","471","889","1464","310","38","9525","1161","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"59","Saturday 5th October 2019 22:42","https://sullygnome.com/channel/sykkuno/stream/35882461360","333","829","1048","312","56","7828","1274","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"60","Thursday 3rd October 2019 21:48","https://sullygnome.com/channel/sykkuno/stream/35860760384","521","944","1346","566","62","211","1356","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"61","Wednesday 2nd October 2019 02:38","https://sullygnome.com/channel/sykkuno/stream/35844381024","351","1154","2713","607","101","13056","2115","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"62","Tuesday 1st October 2019 00:12","https://sullygnome.com/channel/sykkuno/stream/35833160064","542","1736","4297","835","90","16233","1709","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"63","Wednesday 25th September 2019 21:34","https://sullygnome.com/channel/sykkuno/stream/35779113712","280","792","1161","463","97","9418","1850","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Monday 23rd September 2019 22:19","https://sullygnome.com/channel/sykkuno/stream/35759955024","460","1097","1420","441","56","11352","1418","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Sunday 22nd September 2019 01:08","https://sullygnome.com/channel/sykkuno/stream/35739463072","96","1860","2162","227","129","4943","2022","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Saturday 21st September 2019 02:26","https://sullygnome.com/channel/sykkuno/stream/35727408528","348","753","1014","530","88","9451","1575","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Thursday 19th September 2019 23:46","https://sullygnome.com/channel/sykkuno/stream/35714691968","463","1132","1450","423","54","10240","1321","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Wednesday 18th September 2019 00:15","https://sullygnome.com/channel/sykkuno/stream/35694323408","239","960","1199","218","54","5789","1447","League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Monday 16th September 2019 21:51","https://sullygnome.com/channel/sykkuno/stream/35682713488","413","1519","2324","663","94","14110","1903","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Friday 13th September 2019 22:15","https://sullygnome.com/channel/sykkuno/stream/35648068208","555","1362","1994","496","52","13143","1331","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
