"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Tuesday 24th December 2019 19:06","https://sullygnome.com/channel/tubbo/stream/353745777","248","28","34","15","3","267","66","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"2","Monday 23rd December 2019 16:38","https://sullygnome.com/channel/tubbo/stream/348298705","111","46","55","17","9","276","132","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"3","Sunday 22nd December 2019 17:01","https://sullygnome.com/channel/tubbo/stream/343468945","58","46","53","5","6","172","182","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"4","Sunday 22nd December 2019 17:00","https://sullygnome.com/channel/tubbo/stream/343373217","0","46","53","4","16","137","548","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"5","Saturday 21st December 2019 16:58","https://sullygnome.com/channel/tubbo/stream/338194705","121","42","58","30","13","220","80","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"6","Friday 20th December 2019 17:02","https://sullygnome.com/channel/tubbo/stream/332850161","117","45","56","16","8","178","89","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"7","Wednesday 18th December 2019 17:05","https://sullygnome.com/channel/tubbo/stream/324022273","54","30","36","5","5","88","75","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"8","Tuesday 17th December 2019 17:05","https://sullygnome.com/channel/tubbo/stream/319762081","234","46","165","41","10","468","59","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"9","Sunday 15th December 2019 14:05","https://sullygnome.com/channel/tubbo/stream/310431537","204","29","38","65","18","274","68","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"10","Saturday 14th December 2019 21:33","https://sullygnome.com/channel/tubbo/stream/307964033","116","24","35","21","10","158","65","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"11","Saturday 14th December 2019 15:00","https://sullygnome.com/channel/tubbo/stream/305246833","239","32","44","75","17","356","71","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"12","Friday 13th December 2019 18:22","https://sullygnome.com/channel/tubbo/stream/301281217","97","30","39","10","5","121","59","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"13","Tuesday 10th December 2019 18:59","https://sullygnome.com/channel/tubbo/stream/288798785","120","34","86","30","17","226","44","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"14","Sunday 8th December 2019 14:18","https://sullygnome.com/channel/tubbo/stream/278935009","131","43","53","32","16","153","62","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"15","Saturday 7th December 2019 14:03","https://sullygnome.com/channel/tubbo/stream/273635617","71","40","46","14","11","114","91","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"16","Friday 6th December 2019 18:55","https://sullygnome.com/channel/tubbo/stream/270180257","124","35","57","12","5","178","60","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"17","Wednesday 4th December 2019 19:03","https://sullygnome.com/channel/tubbo/stream/261666353","71","32","41","5","4","103","67","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"18","Tuesday 3rd December 2019 18:57","https://sullygnome.com/channel/tubbo/stream/257482817","92","30","37","4","2","103","44","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"19","Sunday 1st December 2019 17:04","https://sullygnome.com/channel/tubbo/stream/248768689","85","88","131","88","58","470","281","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"20","Saturday 30th November 2019 16:50","https://sullygnome.com/channel/tubbo/stream/243447009","99","60","73","16","9","199","96","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"21","Friday 29th November 2019 19:05","https://sullygnome.com/channel/tubbo/stream/239211745","54","36","45","6","6","56","56","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"22","Wednesday 27th November 2019 19:17","https://sullygnome.com/channel/tubbo/stream/231152929","42","26","30","2","2","59","50","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"23","Tuesday 26th November 2019 19:09","https://sullygnome.com/channel/tubbo/stream/226753457","80","31","36","1","0","86","57","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"24","Sunday 24th November 2019 17:48","https://sullygnome.com/channel/tubbo/stream/217767585","86","36","45","10","6","171","97","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"25","Saturday 23rd November 2019 17:08","https://sullygnome.com/channel/tubbo/stream/211901473","96","54","74","28","16","199","92","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"26","Friday 22nd November 2019 18:52","https://sullygnome.com/channel/tubbo/stream/207067409","112","36","49","8","4","137","56","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"27","Wednesday 20th November 2019 19:15","https://sullygnome.com/channel/tubbo/stream/198475105","59","24","29","7","7","63","32","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"28","Tuesday 19th November 2019 19:05","https://sullygnome.com/channel/tubbo/stream/193944721","84","29","36","6","4","102","56","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"29","Monday 18th November 2019 19:03","https://sullygnome.com/channel/tubbo/stream/189533505","86","42","85","24","16","209","51","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"30","Sunday 17th November 2019 18:33","https://sullygnome.com/channel/tubbo/stream/184930609","71","45","50","6","4","151","79","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"31","Saturday 16th November 2019 17:33","https://sullygnome.com/channel/tubbo/stream/178628417","176","67","104","42","14","535","166","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"32","Friday 15th November 2019 18:52","https://sullygnome.com/channel/tubbo/stream/173350929","142","49","111","30","15","251","51","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
