"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"201","Thursday 14th May 2020 17:46","https://sullygnome.com/channel/tubbo/stream/38056629728","433","149","242","175","24","2036","277","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"202","Wednesday 13th May 2020 17:24","https://sullygnome.com/channel/tubbo/stream/38033217840","275","138","198","116","24","1753","330","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"203","Tuesday 12th May 2020 17:38","https://sullygnome.com/channel/tubbo/stream/38012107744","276","183","517","173","36","2285","452","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|South Park: The Fractured But Whole|South_Park_The_Fractured_But_Whole|https://static-cdn.jtvnw.net/ttv-boxart/./South%20Park:%20The%20Fractured%20But%20Whole-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"204","Monday 11th May 2020 17:57","https://sullygnome.com/channel/tubbo/stream/37992046288","362","171","254","151","24","1855","285","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"205","Saturday 9th May 2020 17:37","https://sullygnome.com/channel/tubbo/stream/37962182384","217","202","258","82","21","1482","380","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Super Mario Galaxy 2|Super_Mario_Galaxy_2|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Galaxy%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"206","Friday 8th May 2020 17:11","https://sullygnome.com/channel/tubbo/stream/37939140272","153","216","266","86","31","1175","401","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"207","Thursday 7th May 2020 17:20","https://sullygnome.com/channel/tubbo/stream/37918504448","294","248","314","206","41","1824","334","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"208","Wednesday 6th May 2020 17:27","https://sullygnome.com/channel/tubbo/stream/37898050320","167","225","307","89","29","1199","344","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"209","Tuesday 5th May 2020 17:34","https://sullygnome.com/channel/tubbo/stream/37880699440","220","275","339","102","27","1564","382","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"210","Monday 4th May 2020 17:33","https://sullygnome.com/channel/tubbo/stream/37864628512","131","219","267","62","27","833","295","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"211","Sunday 3rd May 2020 17:21","https://sullygnome.com/channel/tubbo/stream/37848243920","293","220","261","168","33","1750","343","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
