"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"101","Saturday 2nd February 2019 18:39","https://sullygnome.com/channel/tommyinnit/stream/32519595008","20","15","20","1","1","144","166","Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Unlisted on Twitch|Unlisted_On_Twitch|https://static-cdn.jtvnw.net/ttv-boxart/404_boxart.png?imenable=1&impolicy=user-profile-picture&imwidth=100"
