"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"44","Friday 1st November 2019 17:09","https://sullygnome.com/channel/tommyinnit/stream/36119414784","80","113","126","26","17","569","313","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"45","Wednesday 30th October 2019 17:42","https://sullygnome.com/channel/tommyinnit/stream/36104881120","77","80","100","20","13","401","203","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"46","Tuesday 29th October 2019 17:25","https://sullygnome.com/channel/tommyinnit/stream/36097433968","109","155","179","49","24","607","303","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"47","Sunday 27th October 2019 22:38","https://sullygnome.com/channel/tommyinnit/stream/36084771472","66","140","160","39","31","389","311","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"48","Saturday 26th October 2019 16:08","https://sullygnome.com/channel/tommyinnit/stream/36072943952","111","202","231","61","30","885","354","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"49","Friday 25th October 2019 15:14","https://sullygnome.com/channel/tommyinnit/stream/36063445888","150","146","164","56","22","677","270","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"50","Wednesday 23rd October 2019 16:17","https://sullygnome.com/channel/tommyinnit/stream/36048029120","42","142","155","11","14","275","180","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"51","Tuesday 22nd October 2019 16:46","https://sullygnome.com/channel/tommyinnit/stream/36040623152","88","65","89","44","29","347","231","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"52","Monday 21st October 2019 20:18","https://sullygnome.com/channel/tommyinnit/stream/36034459424","86","62","77","42","28","476","256","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"53","Sunday 20th October 2019 20:49","https://sullygnome.com/channel/tommyinnit/stream/36026725712","70","104","123","38","30","285","228","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"54","Saturday 19th October 2019 19:32","https://sullygnome.com/channel/tommyinnit/stream/36016299440","72","174","243","39","31","483","386","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"55","Friday 18th October 2019 20:39","https://sullygnome.com/channel/tommyinnit/stream/36006757936","65","141","153","23","18","496","280","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"56","Thursday 17th October 2019 15:50","https://sullygnome.com/channel/tommyinnit/stream/35995357696","54","142","160","23","23","381","227","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"57","Sunday 13th October 2019 17:08","https://sullygnome.com/channel/tommyinnit/stream/35957645904","36","173","187","31","41","255","340","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"58","Saturday 12th October 2019 20:06","https://sullygnome.com/channel/tommyinnit/stream/35948677248","98","170","188","37","29","482","385","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"59","Friday 11th October 2019 20:13","https://sullygnome.com/channel/tommyinnit/stream/35937991520","121","176","293","110","48","983","335","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"60","Friday 11th October 2019 15:09","https://sullygnome.com/channel/tommyinnit/stream/35935355264","140","134","169","88","35","872","297","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"61","Thursday 10th October 2019 18:09","https://sullygnome.com/channel/tommyinnit/stream/35927601504","65","144","158","34","27","447","357","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"62","Tuesday 8th October 2019 18:00","https://sullygnome.com/channel/tommyinnit/stream/35908902800","45","111","130","24","24","322","213","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"63","Tuesday 8th October 2019 15:28","https://sullygnome.com/channel/tommyinnit/stream/35907781168","31","159","173","16","32","226","452","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Sunday 6th October 2019 17:44","https://sullygnome.com/channel/tommyinnit/stream/35890649664","60","173","178","34","34","425","237","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Saturday 5th October 2019 19:23","https://sullygnome.com/channel/tommyinnit/stream/35880476144","126","179","227","70","31","938","388","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Friday 4th October 2019 20:08","https://sullygnome.com/channel/tommyinnit/stream/35869560064","81","182","211","52","34","700","413","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Tuesday 1st October 2019 17:24","https://sullygnome.com/channel/tommyinnit/stream/35839087600","50","62","70","17","17","304","304","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Monday 30th September 2019 16:34","https://sullygnome.com/channel/tommyinnit/stream/35829066000","70","166","195","51","40","691","463","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Sunday 29th September 2019 14:16","https://sullygnome.com/channel/tommyinnit/stream/35818104464","88","128","146","90","60","783","357","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Saturday 28th September 2019 18:21","https://sullygnome.com/channel/tommyinnit/stream/35808789024","203","120","160","121","34","1620","434","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"71","Saturday 28th September 2019 12:49","https://sullygnome.com/channel/tommyinnit/stream/35805496112","115","199","223","119","59","1209","503","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"72","Friday 27th September 2019 20:06","https://sullygnome.com/channel/tommyinnit/stream/35798106144","98","168","197","111","63","943","463","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"73","Sunday 22nd September 2019 17:18","https://sullygnome.com/channel/tommyinnit/stream/35746964832","101","143","166","63","36","957","442","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"74","Saturday 21st September 2019 18:09","https://sullygnome.com/channel/tommyinnit/stream/35734906176","110","146","161","94","47","1005","502","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"75","Friday 20th September 2019 20:05","https://sullygnome.com/channel/tommyinnit/stream/35723584400","69","230","268","79","63","549","439","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"76","Sunday 15th September 2019 16:36","https://sullygnome.com/channel/tommyinnit/stream/35669507200","38","275","306","39","52","684","494","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"77","Friday 13th September 2019 20:38","https://sullygnome.com/channel/tommyinnit/stream/35647091248","96","159","184","61","34","703","328","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"78","Wednesday 11th September 2019 18:07","https://sullygnome.com/channel/tommyinnit/stream/35623714528","67","119","149","37","29","429","244","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"79","Sunday 8th September 2019 16:44","https://sullygnome.com/channel/tommyinnit/stream/35591226896","75","203","245","61","48","631","352","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"80","Friday 6th September 2019 20:28","https://sullygnome.com/channel/tommyinnit/stream/35567322240","61","97","130","29","23","307","245","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"81","Thursday 5th September 2019 15:29","https://sullygnome.com/channel/tommyinnit/stream/35553295728","225","151","198","118","31","0","237","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"82","Thursday 29th August 2019 20:13","https://sullygnome.com/channel/tommyinnit/stream/35475509088","121","87","115","73","32","179","184","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"83","Tuesday 27th August 2019 20:42","https://sullygnome.com/channel/tommyinnit/stream/35452815328","92","92","114","56","32","369","174","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"84","Thursday 22nd August 2019 19:48","https://sullygnome.com/channel/tommyinnit/stream/35392421120","131","62","80","39","17","270","98","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"85","Tuesday 20th August 2019 20:20","https://sullygnome.com/channel/tommyinnit/stream/35369714960","99","68","77","58","33","356","170","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"86","Sunday 18th August 2019 20:02","https://sullygnome.com/channel/tommyinnit/stream/35346500960","117","35","40","34","17","148","57","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"87","Thursday 15th August 2019 19:59","https://sullygnome.com/channel/tommyinnit/stream/35308709568","105","24","34","23","11","149","71","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"88","Wednesday 14th August 2019 21:05","https://sullygnome.com/channel/tommyinnit/stream/35296913536","69","16","22","2","1","35","20","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"89","Tuesday 13th August 2019 20:29","https://sullygnome.com/channel/tommyinnit/stream/35283455584","60","12","16","5","4","60","48","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"90","Saturday 10th August 2019 20:18","https://sullygnome.com/channel/tommyinnit/stream/35244842432","116","19","22","4","2","62","24","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"91","Friday 9th August 2019 18:26","https://sullygnome.com/channel/tommyinnit/stream/35229785536","93","16","19","10","5","41","17","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"92","Tuesday 6th August 2019 20:22","https://sullygnome.com/channel/tommyinnit/stream/35192490832","112","13","18","7","3","69","34","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"93","Sunday 4th August 2019 20:15","https://sullygnome.com/channel/tommyinnit/stream/35167326288","134","9","15","4","2","56","22","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"94","Saturday 27th July 2019 20:51","https://sullygnome.com/channel/tommyinnit/stream/35066006736","128","12","20","6","2","63","24","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"95","Friday 26th July 2019 21:14","https://sullygnome.com/channel/tommyinnit/stream/35054409824","90","14","19","12","6","74","42","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"96","Thursday 25th July 2019 18:36","https://sullygnome.com/channel/tommyinnit/stream/35040645808","113","9","13","2","1","47","23","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"97","Tuesday 23rd July 2019 15:06","https://sullygnome.com/channel/tommyinnit/stream/35014053760","173","6","12","1","0","57","16","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"98","Monday 22nd July 2019 14:48","https://sullygnome.com/channel/tommyinnit/stream/35001458336","251","9","15","9","2","37","20","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"99","Sunday 21st July 2019 13:07","https://sullygnome.com/channel/tommyinnit/stream/34988810304","112","11","16","7","3","86","33","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"100","Saturday 20th July 2019 21:18","https://sullygnome.com/channel/tommyinnit/stream/34981613984","71","12","25","7","5","69","49","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
