"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 30th December 2020 22:15","https://sullygnome.com/channel/jacksepticeye/stream/40552085740","270","26897","36578","12805","2695","132242","25362","Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"2","Tuesday 29th December 2020 22:55","https://sullygnome.com/channel/jacksepticeye/stream/40538910540","304","28778","38038","19623","3737","145317","25011","Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"3","Saturday 26th December 2020 22:44","https://sullygnome.com/channel/jacksepticeye/stream/40497237292","210","17259","19427","10007","2859","86330","21965","Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Unlisted on Twitch|Unlisted_On_Twitch|https://static-cdn.jtvnw.net/ttv-boxart/404_boxart.png?imenable=1&impolicy=user-profile-picture&imwidth=100"
"4","Sunday 20th December 2020 17:02","https://sullygnome.com/channel/jacksepticeye/stream/40421013420","162","11393","13342","3632","1320","47299","15800","Back 4 Blood|Back_4_Blood|https://static-cdn.jtvnw.net/ttv-boxart/Back%204%20Blood-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"5","Thursday 17th December 2020 20:24","https://sullygnome.com/channel/jacksepticeye/stream/40385781596","95","7160","8082","3140","1794","30597","12490","Cyberpunk 2077|Cyberpunk_2077|https://static-cdn.jtvnw.net/ttv-boxart/Cyberpunk%202077-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"6","Tuesday 15th December 2020 22:49","https://sullygnome.com/channel/jacksepticeye/stream/40365984220","190","24827","28472","11263","3465","91753","24258","Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"7","Monday 14th December 2020 16:16","https://sullygnome.com/channel/jacksepticeye/stream/40350504428","163","12332","14312","10155","3692","77983","23981","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"8","Friday 11th December 2020 16:14","https://sullygnome.com/channel/jacksepticeye/stream/40312855228","225","12935","14326","7630","2180","65094","15571","Cyberpunk 2077|Cyberpunk_2077|https://static-cdn.jtvnw.net/ttv-boxart/Cyberpunk%202077-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"9","Thursday 10th December 2020 16:13","https://sullygnome.com/channel/jacksepticeye/stream/40301271804","226","14438","17328","10153","2538","84972","19469","Cyberpunk 2077|Cyberpunk_2077|https://static-cdn.jtvnw.net/ttv-boxart/Cyberpunk%202077-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"10","Wednesday 9th December 2020 14:39","https://sullygnome.com/channel/jacksepticeye/stream/40288571836","320","23142","25740","18114","3293","173296","28444","Cyberpunk 2077|Cyberpunk_2077|https://static-cdn.jtvnw.net/ttv-boxart/Cyberpunk%202077-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"11","Monday 7th December 2020 21:53","https://sullygnome.com/channel/jacksepticeye/stream/40273207772","201","29661","36505","12976","3707","114465","31055","Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"12","Saturday 5th December 2020 21:02","https://sullygnome.com/channel/jacksepticeye/stream/40248178268","162","7687","8304","4411","1604","27873","10135","Bloodborne|Bloodborne|https://static-cdn.jtvnw.net/ttv-boxart/Bloodborne-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"13","Friday 4th December 2020 14:55","https://sullygnome.com/channel/jacksepticeye/stream/40228455244","139","8259","9782","4951","1980","37771","13012","Bloodborne|Bloodborne|https://static-cdn.jtvnw.net/ttv-boxart/Bloodborne-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"14","Thursday 3rd December 2020 19:37","https://sullygnome.com/channel/jacksepticeye/stream/40221990460","172","15535","17242","6634","2211","58735","17151","Raft|Raft|https://static-cdn.jtvnw.net/ttv-boxart/Raft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"15","Wednesday 2nd December 2020 15:47","https://sullygnome.com/channel/jacksepticeye/stream/40208242284","147","10326","11146","4417","1963","41349","15802","Bloodborne|Bloodborne|https://static-cdn.jtvnw.net/ttv-boxart/Bloodborne-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"16","Monday 30th November 2020 15:36","https://sullygnome.com/channel/jacksepticeye/stream/40184864444","143","14424","15713","9663","3865","63588","20790","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
