"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"101","Wednesday 22nd July 2020 18:39","https://sullygnome.com/channel/pokimane/stream/90636986495932105","260","15948","19350","5461","1149","203503","40541","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"102","Tuesday 21st July 2020 18:01","https://sullygnome.com/channel/pokimane/stream/39245185776","283","17884","20333","6667","1403","215373","43016","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"103","Saturday 18th July 2020 18:04","https://sullygnome.com/channel/pokimane/stream/39238271840","235","14600","15969","4731","1182","157788","36908","Detroit: Become Human|Detroit_Become_Human|https://static-cdn.jtvnw.net/ttv-boxart/./Detroit:%20Become%20Human-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"104","Friday 17th July 2020 18:02","https://sullygnome.com/channel/pokimane/stream/39235466816","297","16941","23844","6585","1317","199524","36542","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Detroit: Become Human|Detroit_Become_Human|https://static-cdn.jtvnw.net/ttv-boxart/./Detroit:%20Become%20Human-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"105","Wednesday 15th July 2020 18:01","https://sullygnome.com/channel/pokimane/stream/39228419712","328","16268","19768","6895","1253","213864","35985","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"106","Tuesday 14th July 2020 18:27","https://sullygnome.com/channel/pokimane/stream/39226234208","272","15803","18767","5504","1223","196392","41748","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Detroit: Become Human|Detroit_Become_Human|https://static-cdn.jtvnw.net/ttv-boxart/./Detroit:%20Become%20Human-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"107","Saturday 11th July 2020 18:02","https://sullygnome.com/channel/pokimane/stream/2141496977","267","17668","20440","7867","1748","203612","40552","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Detroit: Become Human|Detroit_Become_Human|https://static-cdn.jtvnw.net/ttv-boxart/./Detroit:%20Become%20Human-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"108","Friday 10th July 2020 18:09","https://sullygnome.com/channel/pokimane/stream/39222882224","320","21864","26012","12173","2213","296977","51092","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Detroit: Become Human|Detroit_Become_Human|https://static-cdn.jtvnw.net/ttv-boxart/./Detroit:%20Become%20Human-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"109","Wednesday 8th July 2020 21:28","https://sullygnome.com/channel/pokimane/stream/39192836496","136","16784","18759","5739","2550","146239","57753","VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"110","Wednesday 8th July 2020 18:05","https://sullygnome.com/channel/pokimane/stream/39187803248","189","16675","18759","8522","2622","188090","57873","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"111","Tuesday 7th July 2020 18:06","https://sullygnome.com/channel/pokimane/stream/39165792976","293","19580","22038","12496","2499","293971","54307","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"112","Saturday 4th July 2020 18:42","https://sullygnome.com/channel/pokimane/stream/39101123936","257","21132","23140","11811","2779","289631","62294","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"113","Saturday 4th July 2020 18:15","https://sullygnome.com/channel/pokimane/stream/39100453392","15","17747","20784","992","1984","38285","0","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
