"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"201","Friday 7th February 2020 19:47","https://sullygnome.com/channel/pokimane/stream/36866325424","372","11365","16593","3400","544","225135","34800","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"202","Wednesday 5th February 2020 23:32","https://sullygnome.com/channel/pokimane/stream/36851941136","117","10240","11988","1253","626","57499","28749","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"203","Tuesday 4th February 2020 19:58","https://sullygnome.com/channel/pokimane/stream/36842514960","271","9812","15585","3737","830","130080","26821","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"204","Thursday 30th January 2020 22:01","https://sullygnome.com/channel/pokimane/stream/36801630608","208","9761","10835","1612","460","91680","22952","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"205","Wednesday 29th January 2020 20:35","https://sullygnome.com/channel/pokimane/stream/36793222928","189","9652","11009","2148","660","114057","30725","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Legend of Zelda: Breath of the Wild|The_Legend_of_Zelda_Breath_Of_The_Wild|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Breath%20of%20the%20Wild-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"206","Monday 27th January 2020 20:45","https://sullygnome.com/channel/pokimane/stream/36777611952","134","14953","19102","2169","964","465895","175360","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Legend of Zelda: Breath of the Wild|The_Legend_of_Zelda_Breath_Of_The_Wild|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Breath%20of%20the%20Wild-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"207","Sunday 26th January 2020 22:03","https://sullygnome.com/channel/pokimane/stream/36770555872","341","20481","31397","9029","1570","901556","148404","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"208","Thursday 23rd January 2020 20:22","https://sullygnome.com/channel/pokimane/stream/36741929200","187","11362","13953","2492","766","111040","31005","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"209","Wednesday 22nd January 2020 20:28","https://sullygnome.com/channel/pokimane/stream/36733731232","286","18090","22069","3938","829","154253","32474","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"210","Tuesday 21st January 2020 22:02","https://sullygnome.com/channel/pokimane/stream/36726169920","177","15306","18149","2731","910","105111","31635","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Twitch Sings|kzero|https://static-cdn.jtvnw.net/ttv-boxart/Twitch%20Sings-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"211","Sunday 19th January 2020 23:46","https://sullygnome.com/channel/pokimane/stream/36709728960","208","11539","13221","7871","2248","125221","31876","Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"212","Saturday 18th January 2020 19:47","https://sullygnome.com/channel/pokimane/stream/36698481024","267","12446","13832","7985","1774","137946","30654","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"213","Friday 17th January 2020 20:13","https://sullygnome.com/channel/pokimane/stream/36689343216","286","10963","14378","2647","529","134542","25590","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"214","Wednesday 15th January 2020 22:34","https://sullygnome.com/channel/pokimane/stream/36674737104","130","12204","16550","1395","620","76583","27556","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"215","Tuesday 14th January 2020 20:24","https://sullygnome.com/channel/pokimane/stream/36666181552","380","10379","12027","3503","538","193782","28104","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"216","Monday 13th January 2020 20:32","https://sullygnome.com/channel/pokimane/stream/36658497072","297","15740","19836","4527","905","272858","49354","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
