"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"29","Wednesday 6th November 2019 18:56","https://sullygnome.com/channel/philza/stream/36158804800","258","1850","2244","555","123","10791","2398","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"30","Monday 4th November 2019 18:59","https://sullygnome.com/channel/philza/stream/36144328224","285","2003","2323","426","89","11623","2446","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"31","Friday 1st November 2019 18:57","https://sullygnome.com/channel/philza/stream/36120006592","392","2164","2926","534","79","16684","2401","Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"32","Thursday 31st October 2019 19:00","https://sullygnome.com/channel/philza/stream/36112665536","434","1148","1910","155","21","10792","1464","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"33","Wednesday 30th October 2019 18:52","https://sullygnome.com/channel/philza/stream/36105273456","352","1982","2202","357","62","11545","1901","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"34","Monday 28th October 2019 19:15","https://sullygnome.com/channel/philza/stream/36090546160","360","1933","2630","344","55","12900","2064","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"35","Sunday 27th October 2019 19:00","https://sullygnome.com/channel/philza/stream/36083021296","419","2428","2992","593","84","18444","2522","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"36","Friday 25th October 2019 17:59","https://sullygnome.com/channel/philza/stream/36064440592","75","1653","1860","83","66","5161","2044","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"37","Wednesday 23rd October 2019 17:59","https://sullygnome.com/channel/philza/stream/36048522592","285","1917","2179","325","68","11545","2260","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"38","Monday 21st October 2019 17:53","https://sullygnome.com/channel/philza/stream/36033346528","246","2257","2415","335","83","10700","2675","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"39","Saturday 19th October 2019 18:01","https://sullygnome.com/channel/philza/stream/36015421616","298","2175","2322","430","86","14037","2595","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"40","Friday 18th October 2019 18:00","https://sullygnome.com/channel/philza/stream/36005333184","345","2272","2767","505","87","15186","2485","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"41","Wednesday 16th October 2019 18:00","https://sullygnome.com/channel/philza/stream/35987294688","644","1782","1987","740","68","20863","1833","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"42","Monday 14th October 2019 17:59","https://sullygnome.com/channel/philza/stream/35968126288","345","2105","2771","696","121","21811","3625","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"43","Friday 11th October 2019 18:00","https://sullygnome.com/channel/philza/stream/35936727968","419","1615","2425","483","69","16908","2365","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"44","Wednesday 9th October 2019 17:59","https://sullygnome.com/channel/philza/stream/35918299936","270","2259","2494","485","107","12401","2485","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"45","Monday 7th October 2019 17:58","https://sullygnome.com/channel/philza/stream/35899875808","316","1944","2965","551","104","14941","2845","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"46","Friday 4th October 2019 17:47","https://sullygnome.com/channel/philza/stream/35868157936","1452","2533","3372","2840","117","60928","2512","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"47","Friday 20th September 2019 17:51","https://sullygnome.com/channel/philza/stream/35722044448","368","2987","3570","761","121","4438","3381","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"48","Wednesday 18th September 2019 17:59","https://sullygnome.com/channel/philza/stream/35701026800","285","3174","3436","682","143","18706","3693","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"49","Monday 16th September 2019 17:59","https://sullygnome.com/channel/philza/stream/35680487120","315","4010","4580","1208","230","23268","4432","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"50","Friday 13th September 2019 17:59","https://sullygnome.com/channel/philza/stream/35645287616","690","3989","5339","1854","161","37578","3267","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"51","Wednesday 11th September 2019 18:00","https://sullygnome.com/channel/philza/stream/35623623936","270","3435","4088","721","160","18265","3713","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"52","Monday 9th September 2019 18:00","https://sullygnome.com/channel/philza/stream/35602934336","480","2309","3229","1091","136","26247","3145","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"53","Friday 6th September 2019 18:00","https://sullygnome.com/channel/philza/stream/35565622064","299","3313","3809","807","161","20935","3680","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"54","Wednesday 4th September 2019 18:15","https://sullygnome.com/channel/philza/stream/35543933808","345","3592","4330","1047","174","22907","3817","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"55","Monday 2nd September 2019 18:15","https://sullygnome.com/channel/philza/stream/35521947776","270","4274","5072","982","206","24002","5053","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"56","Sunday 1st September 2019 17:58","https://sullygnome.com/channel/philza/stream/35510331184","301","2150","2520","563","112","18468","3494","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"57","Saturday 31st August 2019 17:59","https://sullygnome.com/channel/philza/stream/35497785248","315","3859","4458","968","184","22438","3954","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"58","Friday 30th August 2019 18:15","https://sullygnome.com/channel/philza/stream/35485381072","375","3691","4229","1312","201","26591","3923","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"59","Wednesday 28th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35462561040","300","3516","3872","948","189","21018","3862","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"60","Monday 26th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35438954544","360","4631","6526","1938","323","39051","6267","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"61","Sunday 25th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35427729968","270","2718","3476","1030","228","21641","4809","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"62","Friday 23rd August 2019 17:59","https://sullygnome.com/channel/philza/stream/35402835360","330","3270","3679","984","178","21929","3987","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"63","Wednesday 21st August 2019 17:59","https://sullygnome.com/channel/philza/stream/35379750016","330","3475","4057","1100","200","21104","3837","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Monday 19th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35356452400","330","3120","4269","929","168","25244","4334","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Sunday 18th August 2019 17:58","https://sullygnome.com/channel/philza/stream/35344924704","331","2319","2760","1124","195","27555","4677","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Saturday 17th August 2019 18:30","https://sullygnome.com/channel/philza/stream/35332315376","270","1146","1814","321","67","11978","2359","Guitar Hero III: Legends of Rock|Guitar_Hero_III_Legends_of_Rock|https://static-cdn.jtvnw.net/ttv-boxart/./Guitar%20Hero%20III:%20Legends%20of%20Rock-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Friday 16th August 2019 17:58","https://sullygnome.com/channel/philza/stream/35319414128","331","3859","4515","1362","236","26449","4414","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Wednesday 14th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35294675520","345","4020","4795","1380","240","25296","4189","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Monday 12th August 2019 17:57","https://sullygnome.com/channel/philza/stream/35268804016","362","3585","5175","1102","183","29788","4733","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Sunday 11th August 2019 17:55","https://sullygnome.com/channel/philza/stream/35256138512","349","1537","2479","530","88","16306","2552","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"71","Friday 9th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35229454784","360","4597","5436","1682","280","28302","4560","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"72","Wednesday 7th August 2019 17:59","https://sullygnome.com/channel/philza/stream/35203511040","390","4501","5201","1776","273","31497","4639","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"73","Monday 5th August 2019 17:58","https://sullygnome.com/channel/philza/stream/35177877248","331","3771","4695","1836","333","31883","5648","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"74","Sunday 4th August 2019 19:13","https://sullygnome.com/channel/philza/stream/35166559136","241","2385","2903","802","200","18315","4369","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"75","Sunday 4th August 2019 18:11","https://sullygnome.com/channel/philza/stream/35165754368","48","2493","2903","273","273","9376","9376","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"76","Saturday 3rd August 2019 18:41","https://sullygnome.com/channel/philza/stream/35153273296","303","947","1203","468","89","11339","2072","Mirror's Edge|Mirrors_Edge|https://static-cdn.jtvnw.net/ttv-boxart/Mirror%27s%20Edge-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"77","Friday 2nd August 2019 17:59","https://sullygnome.com/channel/philza/stream/35139671712","285","4375","4947","1789","376","24315","5118","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"78","Wednesday 31st July 2019 17:59","https://sullygnome.com/channel/philza/stream/35113612592","300","4532","4902","1900","380","27235","5071","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"79","Monday 29th July 2019 18:15","https://sullygnome.com/channel/philza/stream/35087787248","255","4129","5271","1266","281","23560","4730","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"80","Sunday 28th July 2019 18:01","https://sullygnome.com/channel/philza/stream/35076073104","283","3412","4343","1472","309","22604","4357","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"81","Saturday 27th July 2019 18:31","https://sullygnome.com/channel/philza/stream/35064529344","268","850","1053","557","123","10749","2186","Monster Hunter: World|Monster_Hunter_World|https://static-cdn.jtvnw.net/ttv-boxart/./Monster%20Hunter:%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"82","Friday 26th July 2019 17:59","https://sullygnome.com/channel/philza/stream/35052245664","300","4469","5195","1628","325","25928","4807","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"83","Wednesday 24th July 2019 17:59","https://sullygnome.com/channel/philza/stream/35028026896","270","5217","6680","2356","523","31380","6673","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"84","Monday 22nd July 2019 17:59","https://sullygnome.com/channel/philza/stream/35003340528","345","3739","5155","1863","324","30286","5010","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"85","Saturday 20th July 2019 15:21","https://sullygnome.com/channel/philza/stream/34976698160","158","4197","4952","701","254","14776","5106","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"86","Friday 19th July 2019 17:58","https://sullygnome.com/channel/philza/stream/34965463600","346","4413","5299","1734","301","26151","4298","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"87","Wednesday 17th July 2019 17:58","https://sullygnome.com/channel/philza/stream/34940467968","286","5345","6386","2207","441","42618","8523","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"88","Monday 15th July 2019 17:55","https://sullygnome.com/channel/philza/stream/34915336544","349","3807","4599","1807","301","37682","5943","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"89","Saturday 13th July 2019 18:56","https://sullygnome.com/channel/philza/stream/34891592480","258","2755","2931","846","199","21527","4602","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"90","Friday 12th July 2019 18:00","https://sullygnome.com/channel/philza/stream/34878195184","345","4580","5798","2301","383","29869","4642","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"91","Wednesday 10th July 2019 17:59","https://sullygnome.com/channel/philza/stream/34853281232","210","6424","7036","1664","475","30228","7537","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
