"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 30th December 2020 17:57","https://sullygnome.com/channel/philza/stream/40547781324","377","27026","40490","16061","2793","199607","32204","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"2","Monday 28th December 2020 17:01","https://sullygnome.com/channel/philza/stream/40519386652","133","15042","18556","7537","3349","68168","27738","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"3","Friday 25th December 2020 17:59","https://sullygnome.com/channel/philza/stream/40480416908","300","17975","30979","17187","3437","172506","30994","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"4","Wednesday 23rd December 2020 17:58","https://sullygnome.com/channel/philza/stream/40458876108","226","15087","37472","9990","2497","126423","28343","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"5","Tuesday 22nd December 2020 18:00","https://sullygnome.com/channel/philza/stream/40446509276","269","45686","60778","16570","3682","194517","38890","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"6","Monday 21st December 2020 17:56","https://sullygnome.com/channel/philza/stream/40433941868","288","17101","24196","11925","2385","105949","21189","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"7","Friday 18th December 2020 17:57","https://sullygnome.com/channel/philza/stream/40395164108","302","11634","17026","9673","1842","99338","16716","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"8","Wednesday 16th December 2020 19:53","https://sullygnome.com/channel/philza/stream/40374363180","246","16870","29364","11154","2624","168407","39625","Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"9","Monday 14th December 2020 17:58","https://sullygnome.com/channel/philza/stream/40351989804","316","16773","26499","9264","1764","118563","21551","Rocket League|Rocket_League|https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"10","Saturday 12th December 2020 19:55","https://sullygnome.com/channel/philza/stream/40330316636","184","19157","41138","7789","2396","120885","22840","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
