"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"101","Monday 17th June 2019 18:00","https://sullygnome.com/channel/philza/stream/34567450608","224","3224","3535","848","226","18523","4469","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"102","Saturday 15th June 2019 18:59","https://sullygnome.com/channel/philza/stream/34543619904","255","4066","4746","3122","734","30917","6919","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"103","Friday 14th June 2019 18:00","https://sullygnome.com/channel/philza/stream/34528915120","240","3447","4254","3063","720","20175","4747","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"104","Wednesday 12th June 2019 18:00","https://sullygnome.com/channel/philza/stream/34504381488","209","2785","3262","775","221","14484","3778","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"105","Monday 10th June 2019 17:59","https://sullygnome.com/channel/philza/stream/34479650464","195","2631","2836","800","246","13087","3590","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"106","Sunday 9th June 2019 19:45","https://sullygnome.com/channel/philza/stream/34468848496","150","1115","1583","580","210","5871","2134","Special Events|Special_Events|https://static-cdn.jtvnw.net/ttv-boxart/Special%20Events-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"107","Wednesday 5th June 2019 17:58","https://sullygnome.com/channel/philza/stream/34416260400","166","1745","2204","615","223","9220","3131","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"108","Monday 3rd June 2019 17:59","https://sullygnome.com/channel/philza/stream/34391382848","195","2072","2467","838","257","13238","3530","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"109","Friday 31st May 2019 18:00","https://sullygnome.com/channel/philza/stream/34350648832","224","1596","1881","605","161","8795","2092","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"110","Wednesday 29th May 2019 18:15","https://sullygnome.com/channel/philza/stream/34323023088","210","2078","2439","760","202","14906","3433","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
